,count_bindings_in_miRNA,pair_state_No,mFE,hairpin_count,stem_length,distanceToloop,percentage_PairedInMiRNA,pair_state_Yes,binding_count,armType_loop,interiorLoopCount,index,clusterName,chrom,start,end,miRNA,sample,annotation
16568,16,1,-41.7,1,27,5,0.73,0,27,0,3,16568,mapped_mirna_SRR384894:miRCluster_1002_24:chrX:50010681_50010704+,X,50010681,50010704,True,SRR384894,Hsa-Mir-362-P5_pri
16569,16,1,-32.8,1,27,1,0.73,0,27,0,5,16569,mapped_mirna_SRR384894:miRCluster_1004_24:chrX:50013256_50013279+,X,50013256,50013279,True,SRR384894,Hsa-Mir-188-P3_pri
16570,17,1,-57.0,1,33,3,0.89,0,33,0,3,16570,mapped_mirna_SRR384894:miRCluster_1006_24:chrX:50014649_50014672+,X,50014649,50014672,True,SRR384894,Hsa-Mir-362-P4_pri
16571,19,1,-52.2,1,40,8,0.9,0,40,0,4,16571,mapped_mirna_SRR384894:miRCluster_1032_28:chrX:53556293_53556320-,X,53556293,53556320,True,SRR384894,Hsa-Let-7-P2b3_pri
16572,20,1,-47.9,1,41,8,0.95,0,41,0,3,16572,mapped_mirna_SRR384894:miRCluster_1033_28:chrX:53557241_53557268-,X,53557241,53557268,True,SRR384894,Hsa-Let-7-P2a3_pri
16573,18,1,-43.8,1,33,3,0.82,0,33,0,4,16573,mapped_mirna_SRR384894:miRCluster_1007_23:chrX:66018937_66018959+,X,66018937,66018959,True,SRR384894,Hsa-Mir-223_pri
16574,18,1,-36.4,1,32,2,0.82,0,32,0,5,16574,mapped_mirna_SRR384894:miRCluster_1036_23:chrX:74218392_74218414-,X,74218392,74218414,True,SRR384894,Hsa-Mir-95-P2_pri
16575,19,1,-40.7,1,30,2,0.95,0,30,0,2,16575,mapped_mirna_SRR384894:miRCluster_1038_23:chrX:74218586_74218608-,X,74218586,74218608,True,SRR384894,Hsa-Mir-374-P2_pri
16576,18,1,-36.2,1,28,1,0.82,0,28,0,7,16576,mapped_mirna_SRR384894:miRCluster_1017_23:chrX:114763195_114763217+,X,114763195,114763217,True,SRR384894,Hsa-Mir-1911_pri
16577,18,1,-35.8,1,30,2,0.82,0,30,0,4,16577,mapped_mirna_SRR384894:miRCluster_1048_24:chrX:134169380_134169403-,X,134169380,134169403,True,SRR384894,Hsa-Mir-92-P2c_pri
16578,17,1,-34.8,1,32,8,0.77,0,32,0,8,16578,mapped_mirna_SRR384894:miRCluster_1049_23:chrX:134169543_134169565-,X,134169543,134169565,True,SRR384894,Hsa-Mir-92-P1c_pri
16579,19,1,-38.0,1,33,10,0.86,0,33,0,3,16579,mapped_mirna_SRR384894:miRCluster_1050_23:chrX:134169683_134169705-,X,134169683,134169705,True,SRR384894,Hsa-Mir-19-P2c_pri
16580,18,1,-37.3,1,31,2,0.78,0,31,0,5,16580,mapped_mirna_SRR384894:miRCluster_1051_24:chrX:134169849_134169872-,X,134169849,134169872,True,SRR384894,Hsa-Mir-17-P4c_pri
16581,19,1,-27.0,1,28,0,0.83,0,28,0,6,16581,mapped_mirna_SRR384894:miRCluster_1052_23:chrX:134170084_134170106-,X,134170084,134170106,True,SRR384894,Hsa-Mir-17-P2c_pri
16582,20,1,-37.2,1,34,4,0.91,0,34,0,6,16582,mapped_mirna_SRR384894:miRCluster_1053_24:chrX:134170243_134170266-,X,134170243,134170266,True,SRR384894,Hsa-Mir-17-P1c_pri
16583,16,1,-28.6,1,31,2,0.76,0,31,0,4,16583,mapped_mirna_SRR384894:miRCluster_1054_24:chrX:134540229_134540252-,X,134540229,134540252,True,SRR384894,Hsa-Mir-450-P3_pri
16584,16,1,-34.7,1,31,3,0.8,0,31,0,3,16584,mapped_mirna_SRR384894:miRCluster_1056_24:chrX:134540391_134540414-,X,134540391,134540414,True,SRR384894,Hsa-Mir-450-P2_pri
16585,16,0,-34.8,1,32,5,0.8,1,32,0,3,16585,mapped_mirna_SRR384894:miRCluster_1057_22:chrX:134540529_134540550-,X,134540529,134540550,True,SRR384894,Hsa-Mir-450-P1_pri
16586,16,0,-34.8,1,32,4,0.8,1,32,0,3,16586,mapped_mirna_SRR384894:miRCluster_1058_23:chrX:134540563_134540585-,X,134540563,134540585,True,SRR384894,Hsa-Mir-450-P1_pri
16587,15,0,-34.9,1,28,7,0.75,1,28,0,4,16587,mapped_mirna_SRR384894:miRCluster_1059_24:chrX:134541363_134541386-,X,134541363,134541386,True,SRR384894,Hsa-Mir-542-v1_pri
16588,16,0,-34.9,1,28,5,0.76,1,28,0,4,16588,mapped_mirna_SRR384894:miRCluster_1060_24:chrX:134541400_134541423-,X,134541400,134541423,True,SRR384894,Hsa-Mir-542-v1_pri
16589,17,1,-49.9,1,34,10,0.89,0,34,0,5,16589,mapped_mirna_SRR384894:miRCluster_1062_23:chrX:134546371_134546393-,X,134546371,134546393,True,SRR384894,Hsa-Mir-15-P2c_pri
16590,17,0,-45.9,1,35,7,0.85,1,35,0,5,16590,mapped_mirna_SRR384894:miRCluster_1063_22:chrX:134546643_134546664-,X,134546643,134546664,True,SRR384894,Hsa-Mir-15-P1c_pri
16591,18,0,-45.9,1,35,6,0.86,1,35,0,5,16591,mapped_mirna_SRR384894:miRCluster_1064_24:chrX:134546679_134546702-,X,134546679,134546702,True,SRR384894,Hsa-Mir-15-P1c_pri
16592,19,1,-53.2,1,34,4,0.9,0,34,0,5,16592,mapped_mirna_SRR384894:miRCluster_1065_23:chrX:138667759_138667781-,X,138667759,138667781,True,SRR384894,Hsa-Mir-504-v1_pri
16593,19,0,-46.4,1,32,3,0.9,1,32,0,4,16593,mapped_mirna_SRR384894:miRCluster_1066_24:chrX:139924158_139924181-,X,139924158,139924181,True,SRR384894,Hsa-Mir-505-v2_pri
16594,19,0,-46.5,1,33,2,0.9,1,33,0,4,16594,mapped_mirna_SRR384894:miRCluster_1067_23:chrX:139924195_139924217-,X,139924195,139924217,True,SRR384894,Hsa-Mir-505-v2_pri
16595,17,0,-34.7,1,28,2,0.77,1,28,0,4,16595,mapped_mirna_SRR384894:miRCluster_1070_24:chrX:145992759_145992782-,X,145992759,145992782,True,SRR384894,Hsa-Mir-506-P13_pri
16596,16,0,-34.7,1,28,3,0.84,1,28,0,4,16596,mapped_mirna_SRR384894:miRCluster_1071_22:chrX:145992795_145992816-,X,145992795,145992816,True,SRR384894,Hsa-Mir-506-P13_pri
16597,17,0,-32.1,1,28,1,0.81,1,28,0,3,16597,mapped_mirna_SRR384894:miRCluster_1073_23:chrX:145994319_145994341-,X,145994319,145994341,True,SRR384894,Hsa-Mir-506-P10_pri
16598,18,0,-36.8,1,28,1,0.9,1,28,0,4,16598,mapped_mirna_SRR384894:miRCluster_1074_22:chrX:145994795_145994816-,X,145994795,145994816,True,SRR384894,Hsa-Mir-506-P9_pri
16599,17,0,-36.8,1,28,3,0.89,1,28,0,4,16599,mapped_mirna_SRR384894:miRCluster_1075_24:chrX:145994828_145994851-,X,145994828,145994851,True,SRR384894,Hsa-Mir-506-P9_pri
16600,18,0,-34.1,1,29,2,0.86,1,29,0,6,16600,mapped_mirna_SRR384894:miRCluster_1076_24:chrX:145996677_145996700-,X,145996677,145996700,True,SRR384894,Hsa-Mir-506-P11_pri
16601,17,1,-39.9,1,30,5,0.81,0,30,0,5,16601,mapped_mirna_SRR384894:miRCluster_1078_23:chrX:145997208_145997230-,X,145997208,145997230,True,SRR384894,Hsa-Mir-506-P12_pri
16602,20,1,-26.5,1,35,4,0.91,0,35,0,6,16602,mapped_mirna_SRR384894:miRCluster_1083_23:chrX:147230753_147230775-,X,147230753,147230775,True,SRR384894,Hsa-Mir-506-P1_pri
16603,19,1,-43.1,1,33,3,0.86,0,33,0,5,16603,mapped_mirna_SRR384894:miRCluster_1084_23:chrX:147236945_147236967-,X,147236945,147236967,True,SRR384894,Hsa-Mir-506-P3_pri
16604,20,1,-37.5,1,33,1,0.91,0,33,0,5,16604,mapped_mirna_SRR384894:miRCluster_1086_23:chrX:147258774_147258796-,X,147258774,147258796,True,SRR384894,Hsa-Mir-506-P4a2_pri
16605,20,0,-40.7,1,33,1,0.91,1,33,0,4,16605,mapped_mirna_SRR384894:miRCluster_1088_23:chrX:147259661_147259683-,X,147259661,147259683,True,SRR384894,Hsa-Mir-506-P4b_pri
16606,20,0,-40.7,1,33,-1,0.91,1,33,0,4,16606,mapped_mirna_SRR384894:miRCluster_1089_22:chrX:147259696_147259717-,X,147259696,147259717,True,SRR384894,Hsa-Mir-506-P4b_pri
16607,20,1,-37.5,1,33,1,0.91,0,33,0,5,16607,mapped_mirna_SRR384894:miRCluster_1090_23:chrX:147260549_147260571-,X,147260549,147260571,True,SRR384894,Hsa-Mir-506-P4a1_pri
16608,18,1,-31.9,1,33,5,0.86,0,33,0,7,16608,mapped_mirna_SRR384894:miRCluster_1092_24:chrX:147279266_147279289-,X,147279266,147279289,True,SRR384894,Hsa-Mir-506-P7a_pri
16609,18,1,-31.9,1,33,5,0.86,0,33,0,7,16609,mapped_mirna_SRR384894:miRCluster_1093_24:chrX:147281957_147281980-,X,147281957,147281980,True,SRR384894,Hsa-Mir-506-P7c_pri
16610,18,1,-31.9,1,33,5,0.86,0,33,0,7,16610,mapped_mirna_SRR384894:miRCluster_1094_24:chrX:147284655_147284678-,X,147284655,147284678,True,SRR384894,Hsa-Mir-506-P7b_pri
16611,14,1,-7.1,1,11,-19,0.64,0,11,1,2,16611,mapped_nonMirna_SRR384894:miRCluster_8_27:chr1:632070_632096+,1,632070,632096,False,SRR384894,
16612,10,1,-8.1,1,11,-3,0.59,0,11,0,2,16612,mapped_nonMirna_SRR384894:miRCluster_196_28:chr1:28578752_28578779-,1,28578752,28578779,False,SRR384894,
16613,11,1,-17.9,1,26,9,0.79,0,26,0,5,16613,mapped_nonMirna_SRR384894:miRCluster_209_18:chr1:33342407_33342424-,1,33342407,33342424,False,SRR384894,
16614,11,1,-19.5,1,33,12,0.61,0,33,0,7,16614,mapped_nonMirna_SRR384894:miRCluster_71_25:chr1:75787947_75787971+,1,75787947,75787971,False,SRR384894,
16615,17,1,-39.9,1,25,7,0.77,0,25,0,6,16615,mapped_nonMirna_SRR384894:miRCluster_228_23:chr1:77960394_77960416-,1,77960394,77960416,False,SRR384894,
16616,6,1,-17.9,1,18,-12,0.32,0,18,0,3,16616,mapped_nonMirna_SRR384894:miRCluster_80_25:chr1:92837290_92837314+,1,92837290,92837314,False,SRR384894,
16617,13,1,-18.2,1,20,15,0.93,0,20,0,2,16617,mapped_nonMirna_SRR384894:miRCluster_87_18:chr1:95875933_95875950+,1,95875933,95875950,False,SRR384894,
16618,8,1,-7.3,1,15,3,0.62,0,15,0,3,16618,mapped_nonMirna_SRR384894:miRCluster_282_29:chr1:173865624_173865652-,1,173865624,173865652,False,SRR384894,
16619,15,1,-21.6,2,29,5,0.68,0,29,0,4,16619,mapped_nonMirna_SRR384894:miRCluster_284_26:chr1:173866003_173866028-,1,173866003,173866028,False,SRR384894,
16620,11,1,-23.6,3,25,-4,0.61,0,25,0,1,16620,mapped_nonMirna_SRR384894:miRCluster_293_21:chr1:175968519_175968539-,1,175968519,175968539,False,SRR384894,
16621,10,1,-12.9,1,10,-1,0.56,0,10,0,2,16621,mapped_nonMirna_SRR384894:miRCluster_161_21:chr1:227558353_227558373+,1,227558353,227558373,False,SRR384894,
16622,12,1,-26.2,1,23,0,0.67,0,23,0,6,16622,mapped_nonMirna_SRR384894:miRCluster_1468_22:chr10:1048850_1048871-,10,1048850,1048871,False,SRR384894,
16623,11,1,-27.1,1,26,11,0.69,0,26,0,6,16623,mapped_nonMirna_SRR384894:miRCluster_1627_29:chr11:10508030_10508058-,11,10508030,10508058,False,SRR384894,
16624,3,1,-1.4,1,4,-14,0.18,0,4,0,0,16624,mapped_nonMirna_SRR384894:miRCluster_1631_25:chr11:10508940_10508964-,11,10508940,10508964,False,SRR384894,
16625,16,0,-28.0,1,28,-1,0.7,1,28,0,6,16625,mapped_nonMirna_SRR384894:miRCluster_1689_25:chr11:62853329_62853353-,11,62853329,62853353,False,SRR384894,
16626,12,1,-12.9,1,28,11,0.63,0,28,0,6,16626,mapped_nonMirna_SRR384894:miRCluster_1693_27:chr11:62854621_62854647-,11,62854621,62854647,False,SRR384894,
16627,14,1,-12.3,2,17,-5,0.67,0,17,0,3,16627,mapped_nonMirna_SRR384894:miRCluster_1694_27:chr11:62855015_62855041-,11,62855015,62855041,False,SRR384894,
16628,12,1,-12.1,1,18,3,0.67,0,18,0,3,16628,mapped_nonMirna_SRR384894:miRCluster_1702_23:chr11:65767501_65767523-,11,65767501,65767523,False,SRR384894,
16629,10,1,-29.7,1,23,15,0.53,0,23,0,3,16629,mapped_nonMirna_SRR384894:miRCluster_1818_25:chr12:6581473_6581497-,12,6581473,6581497,False,SRR384894,
16630,12,1,-28.8,1,25,6,0.75,0,25,0,5,16630,mapped_nonMirna_SRR384894:miRCluster_1746_25:chr12:15882413_15882437+,12,15882413,15882437,False,SRR384894,
16631,8,1,-58.2,1,36,20,0.5,0,36,0,7,16631,mapped_nonMirna_SRR384894:miRCluster_1849_20:chr12:54419201_54419220-,12,54419201,54419220,False,SRR384894,
16632,13,1,-18.7,2,28,-2,0.68,0,28,0,2,16632,mapped_nonMirna_SRR384894:miRCluster_2004_26:chr14:100968993_100969018+,14,100968993,100969018,False,SRR384894,
16633,14,1,-20.2,1,28,9,0.64,0,28,0,5,16633,mapped_nonMirna_SRR384894:miRCluster_2006_25:chr14:100982971_100982995+,14,100982971,100982995,False,SRR384894,
16634,10,1,-12.1,3,19,-2,0.71,0,19,0,2,16634,mapped_nonMirna_SRR384894:miRCluster_2065_28:chr15:25054277_25054304+,15,25054277,25054304,False,SRR384894,
16635,10,1,-14.1,3,16,-16,0.71,0,16,0,0,16635,mapped_nonMirna_SRR384894:miRCluster_2066_28:chr15:25056927_25056954+,15,25056927,25056954,False,SRR384894,
16636,12,1,-21.9,3,25,-16,0.86,0,25,0,2,16636,mapped_nonMirna_SRR384894:miRCluster_2071_28:chr15:25073174_25073201+,15,25073174,25073201,False,SRR384894,
16637,14,1,-14.0,1,19,-3,0.64,0,19,0,3,16637,mapped_nonMirna_SRR384894:miRCluster_2082_24:chr15:25184330_25184353+,15,25184330,25184353,False,SRR384894,
16638,13,1,-49.6,1,27,5,0.93,0,27,0,6,16638,mapped_nonMirna_SRR384894:miRCluster_2113_21:chr15:74995547_74995567+,15,74995547,74995567,False,SRR384894,
16639,0,0,-7.5,2,12,-14,0.0,1,12,0,2,16639,mapped_nonMirna_SRR384894:miRCluster_2221_28:chr16:636753_636780-,16,636753,636780,False,SRR384894,
16640,8,1,-8.2,1,19,6,0.47,0,19,0,4,16640,mapped_nonMirna_SRR384894:miRCluster_2209_17:chr16:63627087_63627103+,16,63627087,63627103,False,SRR384894,
16641,11,1,-12.1,2,15,-3,0.58,0,15,0,2,16641,mapped_nonMirna_SRR384894:miRCluster_2281_28:chr17:7576926_7576953+,17,7576926,7576953,False,SRR384894,
16642,5,1,-17.2,2,17,12,0.25,0,17,0,2,16642,mapped_nonMirna_SRR384894:miRCluster_2304_27:chr17:28723465_28723491+,17,28723465,28723491,False,SRR384894,
16643,12,1,-26.5,1,32,12,0.63,0,32,0,6,16643,mapped_nonMirna_SRR384894:miRCluster_2382_25:chr17:38852863_38852887-,17,38852863,38852887,False,SRR384894,
16644,4,1,-41.4,3,28,4,0.33,0,28,0,2,16644,mapped_nonMirna_SRR384894:miRCluster_2407_21:chr17:64975424_64975444-,17,64975424,64975444,False,SRR384894,
16645,12,1,-22.7,2,15,-26,0.71,0,15,0,3,16645,mapped_nonMirna_SRR384894:miRCluster_2429_21:chr18:8609684_8609704+,18,8609684,8609704,False,SRR384894,
16646,9,1,-11.7,2,18,13,0.64,0,18,0,3,16646,mapped_nonMirna_SRR384894:miRCluster_2435_17:chr18:71055435_71055451+,18,71055435,71055451,False,SRR384894,
16647,3,1,-6.9,2,8,-11,0.19,0,8,0,1,16647,mapped_nonMirna_SRR384894:miRCluster_332_17:chr2:36966153_36966169+,2,36966153,36966169,False,SRR384894,
16648,0,0,-19.9,2,12,-20,0.0,1,12,0,0,16648,mapped_nonMirna_SRR384894:miRCluster_452_26:chr2:70249036_70249061-,2,70249036,70249061,False,SRR384894,
16649,10,1,-14.7,1,15,-17,0.5,0,15,1,2,16649,mapped_nonMirna_SRR384894:miRCluster_478_23:chr2:132281025_132281047-,2,132281025,132281047,False,SRR384894,
16650,5,1,-4.0,1,10,-9,0.28,0,10,0,1,16650,mapped_nonMirna_SRR384894:miRCluster_399_20:chr2:197401564_197401583+,2,197401564,197401583,False,SRR384894,
16651,18,1,-25.9,1,28,6,0.86,0,28,0,5,16651,mapped_nonMirna_SRR384894:miRCluster_416_22:chr2:233275864_233275885+,2,233275864,233275885,False,SRR384894,
16652,10,1,-27.0,1,19,-3,0.71,0,19,0,2,16652,mapped_nonMirna_SRR384894:miRCluster_422_21:chr2:241734642_241734662+,2,241734642,241734662,False,SRR384894,
16653,16,1,-37.6,1,34,20,0.76,0,34,0,8,16653,mapped_nonMirna_SRR384894:miRCluster_2577_26:chr20:2654260_2654285+,20,2654260,2654285,False,SRR384894,
16654,9,0,-16.4,1,23,8,0.41,1,23,0,6,16654,mapped_nonMirna_SRR384894:miRCluster_2579_24:chr20:2656939_2656962+,20,2656939,2656962,False,SRR384894,
16655,8,0,-16.4,1,23,12,0.4,1,23,0,6,16655,mapped_nonMirna_SRR384894:miRCluster_2581_27:chr20:2656985_2657011+,20,2656985,2657011,False,SRR384894,
16656,10,0,-22.2,1,26,25,0.5,1,26,0,6,16656,mapped_nonMirna_SRR384894:miRCluster_2631_23:chr20:30484980_30485002-,20,30484980,30485002,False,SRR384894,
16657,7,1,-6.0,1,12,-17,0.39,0,12,1,2,16657,mapped_nonMirna_SRR384894:miRCluster_2634_23:chr20:30512684_30512706-,20,30512684,30512706,False,SRR384894,
16658,9,1,-33.7,1,26,9,0.6,0,26,0,6,16658,mapped_nonMirna_SRR384894:miRCluster_2607_20:chr20:50510415_50510434+,20,50510415,50510434,False,SRR384894,
16659,13,1,-45.4,1,25,0,0.72,0,25,0,5,16659,mapped_nonMirna_SRR384894:miRCluster_2660_22:chr21:8218667_8218688+,21,8218667,8218688,False,SRR384894,
16660,13,1,-27.4,2,16,-24,0.76,0,16,0,2,16660,mapped_nonMirna_SRR384894:miRCluster_2661_30:chr21:8218755_8218784+,21,8218755,8218784,False,SRR384894,
16661,16,1,-65.5,1,37,12,0.76,0,37,0,8,16661,mapped_nonMirna_SRR384894:miRCluster_2670_25:chr21:8401692_8401716+,21,8401692,8401716,False,SRR384894,
16662,15,1,-36.9,1,28,12,0.83,0,28,0,5,16662,mapped_nonMirna_SRR384894:miRCluster_2709_24:chr22:42615370_42615393+,22,42615370,42615393,False,SRR384894,
16663,12,1,-29.8,2,31,3,0.63,0,31,0,6,16663,mapped_nonMirna_SRR384894:miRCluster_525_24:chr3:41199509_41199532+,3,41199509,41199532,False,SRR384894,
16664,10,1,-13.1,1,19,1,0.67,0,19,0,4,16664,mapped_nonMirna_SRR384894:miRCluster_577_30:chr3:186784821_186784850+,3,186784821,186784850,False,SRR384894,
16665,14,1,-18.9,2,29,-6,0.74,0,29,1,5,16665,mapped_nonMirna_SRR384894:miRCluster_578_24:chr3:186784840_186784863+,3,186784840,186784863,False,SRR384894,
16666,13,1,-25.2,2,36,-23,0.81,0,36,0,6,16666,mapped_nonMirna_SRR384894:miRCluster_817_20:chr5:41587438_41587457-,5,41587438,41587457,False,SRR384894,
16667,6,1,-50.5,2,28,5,0.46,0,28,0,4,16667,mapped_nonMirna_SRR384894:miRCluster_773_18:chr5:129094756_129094773+,5,129094756,129094773,False,SRR384894,
16668,13,1,-31.1,1,32,12,0.68,0,32,0,7,16668,mapped_nonMirna_SRR384894:miRCluster_879_28:chr5:181241816_181241843-,5,181241816,181241843,False,SRR384894,
16669,13,1,-29.1,2,28,4,0.68,0,28,0,2,16669,mapped_nonMirna_SRR384894:miRCluster_1002_25:chr6:31541101_31541125-,6,31541101,31541125,False,SRR384894,
16670,18,1,-19.5,1,29,3,0.9,0,29,0,5,16670,mapped_nonMirna_SRR384894:miRCluster_1035_26:chr6:85677590_85677615-,6,85677590,85677615,False,SRR384894,
16671,9,1,-27.1,2,28,-18,0.5,0,28,0,5,16671,mapped_nonMirna_SRR384894:miRCluster_947_21:chr6:90618817_90618837+,6,90618817,90618837,False,SRR384894,
16672,9,1,-8.7,1,19,2,0.56,0,19,0,3,16672,mapped_nonMirna_SRR384894:miRCluster_1055_20:chr6:159785433_159785452-,6,159785433,159785452,False,SRR384894,
16673,14,1,-20.0,1,29,3,0.78,0,29,0,6,16673,mapped_nonMirna_SRR384894:miRCluster_1200_22:chr8:24493043_24493064+,8,24493043,24493064,False,SRR384894,
16674,10,0,-29.4,1,29,24,0.62,1,32,0,10,16674,mapped_nonMirna_SRR384894:miRCluster_1263_28:chr8:27604369_27604396-,8,27604369,27604396,False,SRR384894,
16675,11,1,-15.7,1,24,14,0.55,0,24,0,4,16675,mapped_nonMirna_SRR384894:miRCluster_1286_25:chr8:66922474_66922498-,8,66922474,66922498,False,SRR384894,
16676,9,1,-14.4,1,20,9,0.6,0,20,0,5,16676,mapped_nonMirna_SRR384894:miRCluster_1234_18:chr8:118244969_118244986+,8,118244969,118244986,False,SRR384894,
16677,13,1,-25.9,1,25,6,0.62,0,25,0,5,16677,mapped_nonMirna_SRR384894:miRCluster_1371_24:chr9:19063659_19063682-,9,19063659,19063682,False,SRR384894,
16678,12,1,-24.6,1,20,-8,0.57,0,20,1,3,16678,mapped_nonMirna_SRR384894:miRCluster_1335_22:chr9:95086004_95086025+,9,95086004,95086025,False,SRR384894,Hsa-Mir-24-P2_pri
16680,11,1,-24.1,1,20,-5,0.69,0,20,1,5,16680,mapped_nonMirna_SRR384894:miRCluster_2844_22:chrX:103832155_103832176-,X,103832155,103832176,False,SRR384894,
16681,20,1,-40.9,1,32,4,0.91,0,32,0,5,16681,mapped_mirna_SRR553574:miRCluster_5_23:chr1:1167160_1167182+,1,1167160,1167182,True,SRR553574,Hsa-Mir-8-P1a_pri
16682,16,1,-45.1,1,32,12,0.76,0,32,0,4,16682,mapped_mirna_SRR553574:miRCluster_6_23:chr1:1167916_1167938+,1,1167916,1167938,True,SRR553574,Hsa-Mir-8-P2a_pri
16683,20,1,-39.2,1,35,7,0.91,0,35,0,5,16683,mapped_mirna_SRR553574:miRCluster_108_25:chr1:9151732_9151756-,1,9151732,9151756,True,SRR553574,Hsa-Mir-34-P1_pri
16684,17,1,-36.8,3,32,-32,0.81,0,32,0,4,16684,mapped_mirna_SRR553574:miRCluster_111_25:chr1:33332449_33332473-,1,33332449,33332473,True,SRR553574,
16685,21,0,-52.1,1,34,1,0.91,1,34,0,3,16685,mapped_mirna_SRR553574:miRCluster_27_27:chr1:40754370_40754396+,1,40754370,40754396,True,SRR553574,Hsa-Mir-30-P1d_pri
16686,21,0,-52.1,1,34,2,1.0,1,34,0,3,16686,mapped_mirna_SRR553574:miRCluster_28_24:chr1:40754412_40754435+,1,40754412,40754435,True,SRR553574,Hsa-Mir-30-P1d_pri
16687,18,0,-34.3,1,31,8,0.78,1,31,0,5,16687,mapped_mirna_SRR553574:miRCluster_29_24:chr1:40757300_40757323+,1,40757300,40757323,True,SRR553574,Hsa-Mir-30-P2d_pri
16688,17,0,-34.3,1,31,5,0.81,1,31,0,5,16688,mapped_mirna_SRR553574:miRCluster_30_22:chr1:40757339_40757360+,1,40757339,40757360,True,SRR553574,Hsa-Mir-30-P2d_pri
16689,20,0,-47.0,1,29,2,1.0,1,29,0,2,16689,mapped_mirna_SRR553574:miRCluster_122_26:chr1:65058439_65058464-,1,65058439,65058464,True,SRR553574,Hsa-Mir-101-P1-v1_pri
16690,20,0,-47.0,1,29,2,0.95,1,29,0,2,16690,mapped_mirna_SRR553574:miRCluster_123_23:chr1:65058477_65058499-,1,65058477,65058499,True,SRR553574,Hsa-Mir-101-P1-v1_pri
16691,19,1,-41.1,1,33,2,0.9,0,33,0,3,16691,mapped_mirna_SRR553574:miRCluster_127_25:chr1:71067679_71067703-,1,71067679,71067703,True,SRR553574,Hsa-Mir-186_pri
16692,20,1,-43.0,1,35,5,0.87,0,35,0,4,16692,mapped_mirna_SRR553574:miRCluster_133_24:chr1:98046090_98046113-,1,98046090,98046113,True,SRR553574,Hsa-Mir-137-P1-v2_pri
16693,18,1,-44.5,1,34,8,0.82,0,34,0,6,16693,mapped_mirna_SRR553574:miRCluster_56_24:chr1:109598939_109598962+,1,109598939,109598962,True,SRR553574,Hsa-Mir-197_pri
16694,19,1,-40.0,1,35,4,0.9,0,35,0,4,16694,mapped_mirna_SRR553574:miRCluster_140_23:chr1:154193711_154193733-,1,154193711,154193733,True,SRR553574,Hsa-Mir-190-P3_pri
16695,19,1,-61.1,1,33,3,0.95,0,33,0,4,16695,mapped_mirna_SRR553574:miRCluster_64_22:chr1:155195237_155195258+,1,155195237,155195258,True,SRR553574,Hsa-Mir-92-P1d_pri
16696,19,0,-40.2,1,34,6,0.9,1,34,0,4,16696,mapped_mirna_SRR553574:miRCluster_141_24:chr1:156420352_156420375-,1,156420352,156420375,True,SRR553574,Hsa-Mir-9-P3_pri
16697,20,0,-40.2,1,34,5,0.91,1,34,0,4,16697,mapped_mirna_SRR553574:miRCluster_142_23:chr1:156420392_156420414-,1,156420392,156420414,True,SRR553574,Hsa-Mir-9-P3_pri
16698,17,0,-57.1,1,33,4,0.85,1,33,0,2,16698,mapped_mirna_SRR553574:miRCluster_149_24:chr1:172138816_172138839-,1,172138816,172138839,True,SRR553574,Hsa-Mir-214-v2_pri
16699,17,0,-57.1,1,33,3,0.85,1,33,0,2,16699,mapped_mirna_SRR553574:miRCluster_150_22:chr1:172138857_172138878-,1,172138857,172138878,True,SRR553574,Hsa-Mir-214-v2_pri
16700,18,0,-39.6,1,32,7,0.9,1,32,0,7,16700,mapped_mirna_SRR553574:miRCluster_151_25:chr1:172144552_172144576-,1,172144552,172144576,True,SRR553574,Hsa-Mir-199-P1-v3_pri
16701,18,0,-39.6,1,32,4,0.82,1,32,0,7,16701,mapped_mirna_SRR553574:miRCluster_152_24:chr1:172144591_172144614-,1,172144591,172144614,True,SRR553574,Hsa-Mir-199-P1-v3_pri
16702,17,0,-33.2,1,29,5,0.89,1,29,0,3,16702,mapped_mirna_SRR553574:miRCluster_158_21:chr1:198858887_198858907-,1,198858887,198858907,True,SRR553574,Hsa-Mir-181-P2a_pri
16703,16,0,-33.2,1,29,10,0.76,1,29,0,3,16703,mapped_mirna_SRR553574:miRCluster_159_25:chr1:198858924_198858948-,1,198858924,198858948,True,SRR553574,Hsa-Mir-181-P2a_pri
16704,18,0,-29.6,1,31,5,0.86,1,31,0,7,16704,mapped_mirna_SRR553574:miRCluster_160_23:chr1:198859069_198859091-,1,198859069,198859091,True,SRR553574,Hsa-Mir-181-P1a_pri
16705,16,0,-29.6,1,31,7,0.76,1,31,0,7,16705,mapped_mirna_SRR553574:miRCluster_161_26:chr1:198859106_198859131-,1,198859106,198859131,True,SRR553574,Hsa-Mir-181-P1a_pri
16706,16,0,-34.6,1,31,2,0.84,1,31,0,4,16706,mapped_mirna_SRR553574:miRCluster_164_26:chr1:207801862_207801887-,1,207801862,207801887,True,SRR553574,Hsa-Mir-29-P2d_pri
16707,16,0,-31.5,1,30,3,0.8,1,30,0,4,16707,mapped_mirna_SRR553574:miRCluster_165_27:chr1:207801898_207801924-,1,207801898,207801924,True,SRR553574,Hsa-Mir-29-P2d_pri
16708,19,0,-32.8,1,34,3,0.95,1,34,0,5,16708,mapped_mirna_SRR553574:miRCluster_166_25:chr1:207802450_207802474-,1,207802450,207802474,True,SRR553574,Hsa-Mir-29-P1d-v1_pri
